gbifid,datasetkey,occurrence,kingdom,phylum,class,order,family,genus,species,infraspeci,taxonrank,scientific,countrycod,locality,publishing,decimallat,decimallon,coordinate,coordina_1,elevation,elevationa,depth,depthaccur,eventdate,day,month,year,taxonkey,specieskey,basisofrec,institutio,collection,catalognum,recordnumb,identified,license,rightshold,recordedby,typestatus,establishm,lastinterp,mediatype,issue,field_45
1228722699,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099228,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1983-09-08T02:00Z,8,9,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228722661,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099227,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1983-09-08T02:00Z,8,9,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228722417,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098942,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.203629999999997,3.250490000000000,3769.000000000000000,,,,,,1970-01-01T01:00Z,1,1,1970,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:804,,,2018-02-04T05:41Z,,,
1228722389,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096141,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.229790000000001,5.112600000000000,3769.000000000000000,,,,,,1986-07-14T02:00Z,14,7,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:987,,,2018-02-04T05:41Z,,,
1228722271,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098967,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.322150000000001,4.973310000000000,3769.000000000000000,,,,,,1971-01-01T01:00Z,1,1,1971,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228722247,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099218,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1976-09-12T01:00Z,12,9,1976,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228722231,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096201,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.921120000000002,4.742870000000000,3769.000000000000000,,,,,,1988-05-25T02:00Z,25,5,1988,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:41Z,,,
1228722211,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099038,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.024000000000001,3.106930000000000,3769.000000000000000,,,,,,1990-01-01T01:00Z,1,1,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:860,,,2018-02-04T05:41Z,,,
1228722078,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099026,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.798020000000001,3.532110000000000,3769.000000000000000,,,,,,1984-05-07T02:00Z,7,5,1984,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:237,,,2018-02-04T05:41Z,,,
1228722044,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098959,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.203760000000003,2.821070000000000,3769.000000000000000,,,,,,1970-08-01T01:00Z,1,8,1970,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228722037,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098985,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.903660000000002,5.666770000000000,3769.000000000000000,,,,,,1971-08-01T01:00Z,1,8,1971,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228722035,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098901,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.835120000000003,4.455620000000000,3769.000000000000000,,,,,,1960-01-01T01:00Z,1,1,1960,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228722028,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099190,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1984-12-31T01:00Z,31,12,1984,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1339,,,2018-02-04T05:41Z,,,
1228722016,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098986,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.903660000000002,5.666770000000000,3769.000000000000000,,,,,,1971-08-01T01:00Z,1,8,1971,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228722011,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098953,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1970-07-01T01:00Z,1,7,1970,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228721991,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098965,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.319650000000003,5.116730000000000,3769.000000000000000,,,,,,1970-09-01T01:00Z,1,9,1970,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228721973,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099200,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.098660000000002,4.892370000000000,3769.000000000000000,,,,,,1989-07-03T02:00Z,3,7,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:RNFRNS,,,2018-02-04T05:41Z,,,
1228721832,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099244,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.798020000000001,3.532110000000000,3769.000000000000000,,,,,,1989-07-01T02:00Z,1,7,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:237,,,2018-02-04T05:41Z,,,
1228721803,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099007,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.921120000000002,4.742870000000000,3769.000000000000000,,,,,,1976-01-01T01:00Z,1,1,1976,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:1439,,,2018-02-04T05:41Z,,,
1228721749,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098932,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.023389999999999,3.392100000000000,3769.000000000000000,,,,,,1968-08-01T01:00Z,1,8,1968,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228721736,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098902,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.108730000000001,4.107070000000000,3769.000000000000000,,,,,,1960-01-01T01:00Z,1,1,1960,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228721723,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098922,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.108730000000001,4.107070000000000,3769.000000000000000,,,,,,1966-01-01T01:00Z,1,1,1966,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228721714,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099193,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1985-03-31T01:00Z,31,3,1985,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1339,,,2018-02-04T05:40Z,,,
1228721663,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098937,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.146870000000000,4.679870000000000,3769.000000000000000,,,,,,1969-06-01T01:00Z,1,6,1969,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228721501,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096275,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.964970000000001,4.815720000000000,3769.000000000000000,,,,,,1990-07-22T02:00Z,22,7,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:489,,,2018-02-04T05:41Z,,,
1228721493,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096198,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.055940000000000,4.747920000000000,3769.000000000000000,,,,,,1988-04-30T02:00Z,30,4,1988,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:925,,,2018-02-04T05:41Z,,,
1228721487,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096196,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.055940000000000,4.747920000000000,3769.000000000000000,,,,,,1987-08-28T02:00Z,28,8,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:925,,,2018-02-04T05:40Z,,,
1228721463,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099031,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.124870000000001,5.822430000000000,3769.000000000000000,,,,,,1989-01-01T01:00Z,1,1,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:525,,,2018-02-04T05:41Z,,,
1228721389,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099041,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.921120000000002,4.742870000000000,3769.000000000000000,,,,,,1990-01-01T01:00Z,1,1,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:20,,,2018-02-04T05:41Z,,,
1228721352,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099214,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.839660000000002,4.029670000000000,3769.000000000000000,,,,,,1973-07-05T01:00Z,5,7,1973,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:122,,,2018-02-04T05:40Z,,,
1228721342,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099187,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.839660000000002,4.029670000000000,3769.000000000000000,,,,,,1973-07-05T01:00Z,5,7,1973,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:122,,,2018-02-04T05:40Z,,,
1228721042,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00095998,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1970-07-28T01:00Z,28,7,1970,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228721034,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00095997,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1970-07-28T01:00Z,28,7,1970,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228720927,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096119,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.221249999999998,5.541870000000000,3769.000000000000000,,,,,,1985-08-09T02:00Z,9,8,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:765,,,2018-02-04T05:40Z,,,
1228720674,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096016,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.420310000000001,4.402220000000000,3769.000000000000000,,,,,,1974-05-25T01:00Z,25,5,1974,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:1260,,,2018-02-04T05:41Z,,,
1228720628,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099414,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.134430000000002,5.394140000000000,3769.000000000000000,,,,,,1979-01-01T01:00Z,1,1,1979,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:584,,,2018-02-04T05:41Z,,,
1228720624,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099000,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.798580000000001,3.390220000000000,3769.000000000000000,,,,,,1975-01-01T01:00Z,1,1,1975,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720526,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096263,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.754140000000000,2.822790000000000,3769.000000000000000,,,,,,1990-05-14T02:00Z,14,5,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:638,,,2018-02-04T05:40Z,,,
1228720483,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099020,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.134430000000002,5.394140000000000,3769.000000000000000,,,,,,1979-01-01T01:00Z,1,1,1979,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:584,,,2018-02-04T05:40Z,,,
1228720367,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098946,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.108730000000001,4.107070000000000,3769.000000000000000,,,,,,1970-01-01T01:00Z,1,1,1970,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720359,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098927,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.065040000000003,3.963310000000000,3769.000000000000000,,,,,,1967-07-01T01:00Z,1,7,1967,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228720357,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098982,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.338329999999999,3.323000000000000,3769.000000000000000,,,,,,1971-08-01T01:00Z,1,8,1971,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228720356,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099191,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1985-03-18T01:00Z,18,3,1985,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1339,,,2018-02-04T05:40Z,,,
1228720340,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098931,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.149760000000001,4.465500000000000,3769.000000000000000,,,,,,1968-08-01T01:00Z,1,8,1968,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228720319,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099016,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.134430000000002,5.394140000000000,3769.000000000000000,,,,,,1978-01-01T01:00Z,1,1,1978,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:584,,,2018-02-04T05:41Z,,,
1228720316,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098944,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.322150000000001,4.973310000000000,3769.000000000000000,,,,,,1970-01-01T01:00Z,1,1,1970,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720130,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099194,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1986-08-28T02:00Z,28,8,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228720072,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098918,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.969970000000004,4.459830000000000,3769.000000000000000,,,,,,1965-08-01T01:00Z,1,8,1965,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720058,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098952,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.023389999999999,3.392100000000000,3769.000000000000000,,,,,,1970-06-01T01:00Z,1,6,1970,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720039,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098904,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.746899999999997,4.311130000000000,3769.000000000000000,,,,,,1960-05-01T01:00Z,1,5,1960,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720031,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098947,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.412019999999998,4.977180000000000,3769.000000000000000,,,,,,1970-01-01T01:00Z,1,1,1970,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:40Z,,,
1228720022,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099230,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1983-09-10T02:00Z,10,9,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
