gbifid,datasetkey,occurrence,kingdom,phylum,class,order,family,genus,species,infraspeci,taxonrank,scientific,countrycod,locality,publishing,decimallat,decimallon,coordinate,coordina_1,elevation,elevationa,depth,depthaccur,eventdate,day,month,year,taxonkey,specieskey,basisofrec,institutio,collection,catalognum,recordnumb,identified,license,rightshold,recordedby,typestatus,establishm,lastinterp,mediatype,issue,field_45
1228745289,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096164,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1986-08-03T02:00Z,3,8,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:41Z,,,
1228745277,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096232,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.267699999999998,5.472750000000000,3769.000000000000000,,,,,,1989-07-21T02:00Z,21,7,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:718,,,2018-02-04T05:41Z,,,
1228744913,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098993,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1974-01-01T01:00Z,1,1,1974,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228744881,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099002,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1975-01-01T01:00Z,1,1,1975,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228744594,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096121,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.068570000000001,3.321120000000000,3769.000000000000000,,,,,,1985-08-15T02:00Z,15,8,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:223,,,2018-02-04T05:41Z,,,
1228744283,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096283,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.753059999999998,3.531600000000000,3769.000000000000000,,,,,,1990-07-26T02:00Z,26,7,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:237,,,2018-02-04T05:41Z,,,
1228743007,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098980,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.319650000000003,5.116730000000000,3769.000000000000000,,,,,,1971-08-01T01:00Z,1,8,1971,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742977,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098994,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.746079999999999,4.381980000000000,3769.000000000000000,,,,,,1974-01-01T01:00Z,1,1,1974,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742823,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098908,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.746899999999997,4.311130000000000,3769.000000000000000,,,,,,1961-06-01T01:00Z,1,6,1961,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742795,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098978,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.969970000000004,4.459830000000000,3769.000000000000000,,,,,,1971-07-01T01:00Z,1,7,1971,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742792,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098935,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.108730000000001,4.107070000000000,3769.000000000000000,,,,,,1969-01-01T01:00Z,1,1,1969,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742788,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098906,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.746899999999997,4.311130000000000,3769.000000000000000,,,,,,1960-08-01T01:00Z,1,8,1960,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742772,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098919,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.773569999999999,5.446590000000000,3769.000000000000000,,,,,,1965-08-01T01:00Z,1,8,1965,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742747,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096081,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.012039999999999,4.674990000000000,3769.000000000000000,,,,,,1983-07-31T02:00Z,31,7,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:41Z,,,
1228742571,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098970,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.319650000000003,5.116730000000000,3769.000000000000000,,,,,,1971-05-01T01:00Z,1,5,1971,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228742533,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099182,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.098660000000002,4.892370000000000,3769.000000000000000,,,,,,1990-05-04T02:00Z,4,5,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:RNFRNS,,,2018-02-04T05:41Z,,,
1228742276,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099044,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.158670000000001,2.749740000000000,3769.000000000000000,,,,,,1990-01-01T01:00Z,1,1,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:860,,,2018-02-04T05:41Z,,,
1228742251,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099248,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1989-09-06T02:00Z,6,9,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228742234,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096106,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1984-08-21T02:00Z,21,8,1984,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1339,,,2018-02-04T05:41Z,,,
1228742025,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099417,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1984-09-10T02:00Z,10,9,1984,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228741842,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096113,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.921120000000002,4.742870000000000,3769.000000000000000,,,,,,1985-06-03T02:00Z,3,6,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:41Z,,,
1228741815,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099221,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1976-10-23T01:00Z,23,10,1976,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228741808,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099013,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.745220000000003,4.452830000000000,3769.000000000000000,,,,,,1977-09-01T01:00Z,1,9,1977,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228741803,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099178,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.184860000000000,5.110540000000000,3769.000000000000000,,,,,,1967-07-28T01:00Z,28,7,1967,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:562,,,2018-02-04T05:41Z,,,
1228741795,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099220,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1976-10-23T01:00Z,23,10,1976,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228741471,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096277,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.158890000000000,3.107250000000000,3769.000000000000000,,,,,,1990-07-23T02:00Z,23,7,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:JNHRLP,,,2018-02-04T05:41Z,,,
1228741349,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096216,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.832270000000001,4.668550000000000,3769.000000000000000,,,,,,1989-05-23T02:00Z,23,5,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:41Z,,,
1228741190,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098968,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.108730000000001,4.107070000000000,3769.000000000000000,,,,,,1971-01-01T01:00Z,1,1,1971,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228740670,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096188,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.055940000000000,4.747920000000000,3769.000000000000000,,,,,,1987-08-12T02:00Z,12,8,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:925,,,2018-02-04T05:41Z,,,
1228740410,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099258,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.838320000000003,4.171670000000000,3769.000000000000000,,,,,,1990-09-06T02:00Z,6,9,1990,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228740405,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098958,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.147880000000001,4.608420000000000,3769.000000000000000,,,,,,1970-08-01T01:00Z,1,8,1970,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228740404,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099256,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1990-08-28T02:00Z,28,8,1990,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228740402,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098939,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.068089999999998,3.463840000000000,3769.000000000000000,,,,,,1969-08-01T01:00Z,1,8,1969,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228740365,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098920,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.844059999999999,2.822450000000000,3769.000000000000000,,,,,,1965-08-01T01:00Z,1,8,1965,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228739712,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096148,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.109999999999999,3.964240000000000,3769.000000000000000,,,,,,1986-07-28T02:00Z,28,7,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:DRCKPL,,,2018-02-04T05:41Z,,,
1228739668,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096134,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.109999999999999,3.964240000000000,3769.000000000000000,,,,,,1986-06-15T02:00Z,15,6,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:DRCKPL,,,2018-02-04T05:41Z,,,
1228739085,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099233,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1984-10-04T01:00Z,4,10,1984,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228738872,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00098909,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.929569999999998,4.031660000000000,3769.000000000000000,,,,,,1961-07-01T01:00Z,1,7,1961,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:1084,,,2018-02-04T05:41Z,,,
1228738804,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099420,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.110570000000003,3.892830000000000,3769.000000000000000,,,,,,1990-01-01T01:00Z,1,1,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:698,,,2018-02-04T05:41Z,,,
1228738608,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099009,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.368279999999999,4.903460000000000,3769.000000000000000,,,,,,1976-01-01T01:00Z,1,1,1976,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:1446,,,2018-02-04T05:41Z,,,
1228738203,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099412,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.134430000000002,5.394140000000000,3769.000000000000000,,,,,,1977-01-01T01:00Z,1,1,1977,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:584,,,2018-02-04T05:41Z,,,
1228737944,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099226,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1983-08-30T02:00Z,30,8,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:41Z,,,
1228737669,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096264,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.793360000000000,4.170540000000000,3769.000000000000000,,,,,,1990-05-18T02:00Z,18,5,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:41Z,,,
1228737520,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096287,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.186129999999999,5.039050000000000,3769.000000000000000,,,,,,1990-07-27T02:00Z,27,7,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:731,,,2018-02-04T05:41Z,,,
1228737240,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096181,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1987-05-07T02:00Z,7,5,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:41Z,,,
1228737014,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099024,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.887599999999999,3.604210000000000,3769.000000000000000,,,,,,1983-01-01T01:00Z,1,1,1983,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:MNHRLC,,,2018-02-04T05:41Z,,,
1228736924,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096185,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.754140000000000,2.822790000000000,3769.000000000000000,,,,,,1987-06-21T02:00Z,21,6,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:638,,,2018-02-04T05:41Z,,,
1228735771,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099421,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.152990000000003,4.179620000000000,3769.000000000000000,,,,,,1990-08-01T02:00Z,1,8,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:96,,,2018-02-04T05:41Z,,,
1228735740,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096295,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.752710000000000,3.602480000000000,3769.000000000000000,,,,,,1990-08-01T02:00Z,1,8,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:237,,,2018-02-04T05:41Z,,,
1228735714,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096170,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.158670000000001,2.749740000000000,3769.000000000000000,,,,,,1986-08-08T02:00Z,8,8,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:880,,,2018-02-04T05:41Z,,,
1228735683,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096306,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.788319999999999,4.596040000000000,3769.000000000000000,,,,,,1990-08-17T02:00Z,17,8,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:71,,,2018-02-04T05:41Z,,,
1228734178,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00099198,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.798020000000001,3.532110000000000,3769.000000000000000,,,,,,1986-10-26T01:00Z,26,10,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:237,,,2018-02-04T05:41Z,,,
